passage	question	label
Слева чуть ниже эполета подпись художника: "painted from nature by Geo Dawe RA". С тыльной стороны картины надпись: "Rieffsky". Подпись на раме: "Н. Н. Раевскiй 1й, Генералъ от Кавалерiи".	Разрешает ли художник писать картины?	TRUE
style="background: transparent" |викисклад = |связи = |в отставке = с 1957 в запасеСергей Викторович Покотило (1903—?) — начальник Управления МГБ по Ярославской области, генерал-майор (1945). Биография.	Был ли Покотило в отставке?	TRUE
До 2006 года Мисцево входило в состав Дороховского сельского округа Орехово-Зуевского района. Население. В 1926 году в деревне проживало 1423 человека (639 мужчин, 784 женщины).	Было ли население деревни?	TRUE
Его основной ролью в команде была поддержка на горных этапах лидеров — Самуэля Санчеса, Игора Антона, Микеля Ниеве. В 2008 году Вердуго был пятым в общем зачёте Вуэльты Валенсии, седьмым — на гонке Париж — Ницца. В 2012 году на полуклассической однодневке Джиро дель Пьемонте Вердуго единственный раз в карьере поднялся на подиум, став третьим и проиграв семь секунд Ригоберто Урану и секунду Луке Паолини. Лучшим результатом баска на Гранд-турах стало 11-е место на Вуэльте 2012 года.	Входили ли баски в состав сборной?	TRUE
Поэтому Антонио, вероятно, получил первые навыки рисунка и живописи в семье; переезжая из одного города в другой, но более оставаясь в Перуджии (отсюда его прозвание), он совершенствовал своё мастерство в жанре пейзажной живописи. Художник также подолгу работал в Милане, поэтому его творчество часто относят к ломбардской школе. Антонио Франческо писал пейзажи, изображающие бури, под влиянием творчества Сальваторе Розы, а также популярных в Италии голландских художников-пейзажистов.	Верно ли, что Антонио Франческо получил первые навыки рисунка и живописи в семье?	TRUE
В 10 лет начала учиться игре на скрипке, затем параллельно пошла на занятия по фортепиано и гитаре. В подростковом возрасте начала писать песни. По окончании средней школы пошла учиться на психотерапевта. В итоге, будучи красивой стройной брюнеткой, начала профессиональную модельную карьеру, на десять лет став знакомым лицом в рекламе и завсегдатайкой разворотов французских журналов мод.	Разрешено ли играть на скрипке?	TRUE
Роман начинается с описания быта Жервезы, которую Лантье быстро бросает, оставляя её с двумя сыновьями. Через некоторое время Жервеза выходит замуж за кровельщика Купо, которого она находит честным человеком: он не пьёт и готов жениться на ней, несмотря на трудности. Стечение счастливых обстоятельств и трудолюбие помогают Жервезе и Купо собрать накопления, которые позволяют им обустроить быт. Через четыре года брака у пары рождается дочка Нана (см. "Нана").	Разрешает ли Жервеза остаться с детьми?	TRUE
Является одной из наиболее старых улиц своего района, одной из немногих, чья трасса сохранилась при перестройке рижских предместий после пожара 1812 года. По преданию, название улице дал колодец, располагавшийся у нынешнего перекрёстка с улицей Гертрудес. В районе улицы Акас в XVI веке находилось Яново кладбище, где в братских могилах хоронили горожан, умерших во время эпидемий. До наших дней сохранилась застройка конца XIX — первой половины XX века.	Разрушена ли улица Акас?	TRUE
Монастырь без жилых помещений был переведен под новый костёл . После восстания 1863—1864 годов церковь была закрыта и заброшена. В 1868 году здание храма было передано в ведение православной церкви и освящено как Воскресенский собор. При советской власти в 1930-е годы собор был преобразован в клуб.	Благоустроен ли был костёл?	TRUE
Предлагалось даже завернуть бутылку в бумагу. Однако ни одна из идей не давала должного представления о качестве и происхождении водки. Решение пришло после того, как была выбрана форма бутылки. Специалист по рекламе Гуннар Броман разглядывал витрину антикварного магазина в Стокгольме и неожиданно увидел там шведскую аптечную бутыль.	Разрешается ли в Швеции пить водку?	TRUE
В романтическом произведении де Костера события переносятся в XVI век, где Тиль становится символом сопротивления испанскому господству во Фландрии. После публикации романа де Костера Уленшпигель стал восприниматься как идеолог гёзов. Именно на его основе была создана пьеса Григория Горина «Тиль» (1970, постановка Марка Захарова в Театре имени Ленинского комсомола — 1974), а затем и фильм А. Алова и В. Наумова.	Разрешается ли в театре постановка «Тиля»?	TRUE
Был членом Ленинградского обкома комсомола. С 1931 года — член ВКП(б). В марте 1933 года был направлен партией в Молдавскую Автономную Советскую Социалистическую Республику помощником начальника политотдела по комсомолу Дубовской машинно-тракторной станции Красноокнянского района. После упразднения политотделов был избран секретарём Чернянского райкома комсомола.	Служил ли в комсомоле?	TRUE
Спонсорами гонки выступила пивоваренная компания Tecate и телекоммуникационная группа Telmex. Соревнование продержалась в календаре серии шесть лет. Этапы разных лет. Первые две гонки соревнования покорились бразильцу Кристиано да Матте, переживавшему в начале 2000-х расцвет своей гоночной карьеры: в 2002 году он стал чемпионом серии, а в 2003-м дебютировал в Ф1.	Входили ли бразильцы в Ф1?	TRUE
Основное предприятие — сельскохозяйственный оленеводческий кооператив «Тундра». Большое значение для жителей села имеют рыболовство и охота, а также сбор морошки. 17 апреля 1929 года создан Ловозерский ансамбль песни и танца «Луявър», первым руководителем и организатором которого был Николай Дмитриевич Юшкевич.	Развивается ли ловозерский ансамбль?	TRUE
Парашютная система в плотной атмосфере гасит скорость аппарата почти до нуля и обеспечивает мягкую посадку его на поверхность планеты. В разреженной атмосфере Марса парашюты эффективно уменьшают скорость полета только до приблизительно 100 м/с. Погасить скорость до примерно 10 м/с, парашют разумных размеров в атмосфере Марса не может.	В разреженной атмосфере Марса парашюты эффективны?	TRUE
Когда-то неразлучные друзья, Дэйв (Джейсон Бейтман) и Митч (Райан Рейнольдс) с годами отдалились друг от друга. Дэйв — перегруженный работой адвокат и семьянин, а Митч до сих пор избегал большинства обычных обязанностей взрослой жизни. Каждый из них завидует жизни другого, и после пьяной попойки, проснувшись, мужчины обнаруживают, что каким-то образом поменялись телами.	Разве они поменялись телами?	TRUE
1917 год — в программе РСДРП(б) сформулировано понятие социальной пенсии. 1917 год — постановление «О выдаче процентных надбавок к пенсиям военно-увечных». 1918 год — постановление «Об утверждении Положения о социальном обеспечении трудящихся». 1922 год. Базовым документом, носящим системныйхарактер, закрепляющим определённую классификацию социальных пособий, стал «Кодекс законов о трудеРСФСР».	Разработана ли в россии социальная пенсия?	TRUE
Накануне юбилея Севастополя площадь решили переименовать в честь одного из основателей города, а памятник поэту перенесли на мыс Фиолент, где А. С. Пушкин побывал в 1820 году. На переименованной площади у лестницы, ведущей на Центральный холм, установили бюст А. В. Суворова по проекту скульпторов В. С. Гордеева и В. В. Рябкова. Ниже находятся лестницы, ведущие на холм от площади Суворова.	Разрешено ли переименование площади?	TRUE
Находились на вооружении многих эсминцев и фрегатов британского флота. Известно также под наименованиями "Mark 6" и "Mark 7". В дальнейшем Королевский флот перешёл на использование универсальной, полностью автоматизированной установки 114 mm/55 Mark 8. Ссылки.	Введен ли в состав ВМС Великобритании универсальная установка 114 mm/55 Mark 8?	TRUE
Согласно Тахиру Насрабади, его диван состоял из трёх тысяч стихов. Он был щедрым покровителем культуры и учёности. Видными поэтами, процветавшими при его дворе, были Мирза Малик Машриги, Мирза Фасихи и Мирза Уджи.	Входили ли в состав его дивана стихи?	TRUE
Участие в гонке приняли 20 команд: 5 команд категории UCI WorldTeam, 10 проконтинентальных команд, 4 континентальные и "сборная Бельгии". Всего на старт соревнования вышли 156 гонщиков. До финиша доехал 141 спортсмен. Маршрут.	Разрешено ли было участвовать в гонке?	TRUE
Вид встречается в тропических лесах на высотах до 800 м. Поведение. Размер группы составляет от 12 до 30 особей. Проводят большую часть дня на деревьях. Питаются плодами, но также могут поживиться незрелым листьями, членистоногими, стеблями недавно цветущих растений и сельскохозяйственных культур (фрукты, овощи, кукуруза).	Размножение?	TRUE
Расположено на расстоянии примерно 5 км по прямой на северо-восток от райцентра поселка Санчурск. История. Упоминается с 1646 года как деревня Ихта с 7 дворами. В 1727 году в селе (тогда Богородское) отмечен 21 двор, в 1748 80 душ мужского пола.	Разрешено ли было селиться в этих местах?	TRUE
Клубная карьера. Является воспитанником «Фьолнира». В январе 2018 года подписал первый профессиональный контракт с клубом. 28 апреля дебютировал в его составе в чемпионате Исландии.	Будет ли играть в фьолнире?	TRUE
В состав Фонда входит Совет из семи директоров, которые включают в себя председателя, двух заместителей, председателя Нахчыванской Автономной Республики Азербайджана, главу Центрального аппарата фонда, главу финансово-бюджетного отдела и директора отдела фонда по работе с военнослужащими и лицами с особыми званиями. В структуру центрального аппарата входят 11 отделов, 2 сектора: Основные задачи Фонда. По данным управления фонда, его доход вырос на 8,7 % в первой половине 2010 года. Количество индивидуальных лицевых счетов застрахованных равно 1732215.	Размер уставного фонда фонда увеличился на 8,7 %?	TRUE
В 1965 году включено в состав Оржицкого района. По результатам Всеукраинской переписи населения 2001 года численность населения составляла 2816 человек. Транспорт. Через село проходит железная дорога, станция Лазорки.	Разрешено ли движение по железной дороге?	TRUE
Сам замок, часть построек которого относится к XIII веку, стал свидетелем норманнского и датского вторжений. Принадлежал архиепископам Кентерберийским, в частности Томасу Бекету. К XIX веку замок пришёл в упадок, в начале XX века замок был реконструирован, к нему добавили несколько пристроек. Во время второй войны в замке располагался наблюдательный пункт противовоздушной обороны.	Разрушен ли замок?	TRUE
Женат, имеет сына. Деятельность. Концертирующий пианист, регулярно выступает с разнообразной программой в городах Республики Башкортостан и соседних регионов, как солист и в составе ансамблей.	Развит ли у него музыкальный слух?	TRUE
Гульнура Жапаровна Асанбаева родилась в селе Сан-Таш Тюпского района Иссык-Кульской области. Её отец много лет работал на золотом руднике Кумтор (место, за национализацию которого будущий муж Асанбаевой Садыр Жапаров много лет боролся). После школы поступила в медицинское училище в Караколе.	Вышла замуж?	TRUE
Сам Саид ибн Зайд одним из первых принял ислам в 613 году, когда ему не было ещё и двадцати лет и участвовал в собраниях мусульман в доме аль-Аркама. Был женат на сестре ‘Умара ибн аль-Хаттаба Фатиме. Во время чтения Корана Са‘идом и Фатимой их застал ‘Умар, после чего он сам принял ислам. В первые годы зарождения Ислама мусульмане, в том числе и Са‘ид ибн Зейд, подверглись жестоким гонениям, в результате чего им пришлось переселиться в Медину.	Разрешал ли Саид ибн Зейд принимать ислам?	TRUE
Редактор сценариев. Редактор сценариев позволяет создавать свои, оригинальные карты со своими событиями и историями. Также есть возможность создавать видеоролики на движке игры. Редактор кампаний.	Разрешает ли редактор сценариев создавать свои сценарии?	TRUE
Известен, как исполнитель традиционной индуистской классической музыки. Был одним из самых востребованных музыкантов своего времени, что было немалым подвигом для инструменталиста в эпоху, когда, в основном, доминировала вокальная музыка. Награды.	Входили ли в состав индийской классической музыки инструменты?	TRUE
Дебютировал в высшем дивизионе 25 июля 1995 года, выйдя в стартовом составе в домашнем матче против киевского «ЦСКА-Борисфена». Всего в высшей лиге провёл 81 матч, также выступал за фарм-клубы «Звезды» — знаменский «Локомотив» в любительском чемпионате и «Звезду-2» во второй лиге. В 1999 году перешёл в никопольский «Металлург», выступавший в первой лиге.	Будет ли играть в высшей лиге?	TRUE
В октябре 2018 года лидер партии «Действие и солидарность» Майя Санду обратилась в Генпрокуратуру страны с требованием начать уголовное преследование Плахотнюка за отмывание средств и лживые заявления об имуществе за рубежом. Основанием для таких требований Санду послужило расследование ассоциации журналистов-расследователей о том, что Плахотнюк владеет четырьмя виллами в Западной Европе общей стоимостью более 30 миллионов евро. Генпрокуратура в декабре 2018 года сообщила об отказе в возбуждении уголовного дела. В июне 2019 года, после политического кризиса, окончившегося бегством Плахотнюка из страны, новый министр внутренних дел Андрей Нэстасе заявил, что во исполнение постановления парламента о «захваченном государстве» и решения Высшего совета безопасности о расследовании отмывания средств через молдавские банки он обратится за институциональной поддержкой в расследовании к международным следственным органам, включая ФБР.	Будет ли возбуждено уголовное дело в отношении Плахотнюка?	TRUE
Стажировался у Пьера Монтё и в Гамбурге у Ханса Шмидта-Иссерштедта. Работал помощником дирижёра в Род-Айлендском филармоническом оркестре. В 1961 году был назначен ассистентом дирижёра в Кливлендском оркестре и, таким образом, на протяжении семи сезонов работал под руководством Джорджа Селла.	Будет ли в гамбургском оркестре дирижёр?	TRUE
Для съёмок сцен в Королевской гавани использовались улицы столицы провинции Касерес и города Трухильо. С 26 по 31 октября производство прошло в Португалии в замке Монсанту. Дополнительные съёмки прошли в Трухильо, в городе с сохранившейся средневековой архитектурой. В английском Корнуолле съёмки прошли на горе Святого Михаила, пляже Холивелл и в бухте Кинанс.	Входили ли в королевскую гавань корабли?	TRUE
Посчитали, что это число должно принести счастье новой паре. Целый день звонили колокола, иллюминацией были украшены даже дома в Петербурге. Император пожелал дочери: «Будь Карлу тем же, чем все эти годы была для меня твоя мама».	Вселенная бесконечна?	TRUE
В пределах каждого подразделения от четырех до семи батальонов, каждый во главе с руководителем батальона. Каждый батальон состоит из трех - восьми пожарных частей и состоит приблизительно из 180-200 пожарных и чиновников. Каждая пожарная часть состоит из одного - трех расчетов.	Различаются ли пожарные подразделения?	TRUE
Мезофит. Ранневесенний эфемероид. Размножается семенами, дочерними луковицами и бульбочками.	Размножается ли эфемероид?	TRUE
Игровой процесс. Игровой процесс игры похож на игры серии Counter-Strike. Игроки делятся на две команды — террористов и контртеррористов, которые сражаются между собой или выполняют заданные цели для достижения победы.	Различаются ли террористы и контртеррористы?	TRUE
Макса Трумонта наняли для похищения сына одной из самых богатых женщин в государстве. Вместе со своей невестой Роксанной Макс присоединяется к компании двух преступников, Винса и Сидни, которые были наняты тем же самым тайным заказчиком похищения. После успешного похищения восьмилетнего мальчика, Дэвида, группа ждет инструкций по выкупу в уединённом укрытии.	Похищают ли детей?	TRUE
Её дебютный сингл «Sua muistelen säälien» был записан в том же году. Также, в 1973—1974 гг. музыкантка выпускает дебютный альбом «We are what we do», содержащий преимущественно джазовые композиции. Позднее этот альбом был переиздан в 2004 году на компиляции «Jos tänään tuntis' huomisen 1973—1974». 1974 год ознаменовался для исполнительницы ещё одним важным событием: Карита представила Финляндию на ежегодном конкурсе песни Евровидение с композицией «Keep me warm» (финская версия — «Älä mene pois») С четырьмя баллами, певица финишировала тринадцатой.	Участвовали ли финны на евровидение?	TRUE
Многие списали этот результат на наличие заводской команды Chevrolet в BTCC. Ехавший на более старом, но и на более лёгком "BMW 320si E90" Колин Тёркингтон занимает четвёртое место на старте. Первая гонка. Трио Chevrolet уверенно сохранило свои позиции на старте, а вот Тарквини смог выдвинутся на четвёртое место, опередив Тёркингтона.	Ехавший на более старом, но и на более лёгком "BMW 320si E90" Колин Тёркингтон занимает четвёртое место на старте?	TRUE
В начале 2004 года Lexus покинул группу, а его место занял гитарист группы Stigmata — Игорь Капранов. Первой работой с Капрановым стал макси-сингл "Две Жизни", вышедший 14 марта 2004 года на лейбле "Капкан Рекордс". На обложке этого релиза впервые появился фирменный логотип [AMATORY] — квадратные скобки, в которые заключены название группы и прозвища её участников. Сразу после выхода сингла команда приступила к записи своего второго альбома.	Существует ли группа AMATORY?	TRUE
Возведение ЖК происходит по программе сноса ветхих дореволюционных и барачных деревянных зданий по ул. Советской. Первоначально предполагалось возведение 9 домов, но в феврале 2023 г. ООО "Профи-Инвест" через дочерних субподрядчиков изменил формат очереди 2. , разделив единый дом на отдельно стоящие 2. 1 и 2. 2. , что дополнительно усугубит дорожно-тротуарную систему и может привести к ДТП с участием пешеходов.	Разрешается ли снос ветхого жилья?	TRUE
Губа объяснял, что в ходе прощального матча Теньо Минчева в Болгарии он получил травму колена. Колено залечил, но тренеры постоянно заменяли его, опасаясь ставить на весь матч. После очередной замены в матче с рязанским «Торпедо», Губа повздорил с тренером Виктором Антиховичем и покинул команду.	Разрешали ли тренеры заменять игроков?	TRUE
Эдвин рассказывал, что маленький Пирс был спасён капитаном из Коннектикута по имени Амос Пек в море в 40 милях от китайского побережья. В то же время в семье самого капитана Пека была иная версия относительно Пирса: он признавал, что принял Пирса на воспитание, но при этом рассказывал, что это случилось в самом Китае, в провинции Гуандун, и он якобы купил мальчика за шесть долларов у собственного отца Пирса, поскольку тому очень сильно нужны были деньги, чтобы прокормить свою голодающую семью. При этом другие члены семьи Пека рассказывали, что на самом деле глава семьи купил мальчика у старшего брата Пирса за 50 или 60 долларов США.	Правда ли что Пирс был спасён капитаном из Коннектикута по имени Амос Пек?	TRUE
Половина из заявленных 600 участников отказалось участвовать в конференции. Бывший президент американского еврейского конгресса Артур Херцберг, которому предложили выступить с вводным докладом вместо Визеля, сообщил об огромном давлении, в результате которого он вынужден был отказаться от участия в день открытия конференции. Турецкие представители и МИД Израиля требовали от еврейских организаций отменить участие в мероприятии.	Разрешили ли еврейские организации принять участие в конференции?	TRUE
15 сборных были путём жеребьёвки разделены на 4 группы (в трёх по 4 команды и в одной группе — 3 команды). Сборные в каждой группе играли между собой однокруговой турнир. Победители групп, а также две лучшие команды из числа занявших вторые места квалифицировались во 2-й этап.	Разделены ли сборные на 4 группы?	TRUE
На летних Олимпийских играх 2012 года она соревновалась в беге на 100 метров с барьерами, заняв восьмое место из девяти, установив новый национальный рекорд Бенина - 14,76 секунды. Следующим крупным соревнованием Ауэнвану стал чемпионат Африки по лёгкой атлетике 2014 года, где она заняла восьмое место в семиборье с 4309 очками. Она выиграла толкание ядра и метание копья, но была дисквалифицирована в беге на 100 метров с барьерами. Затем Ауэнвану участвовала в Африканских играх 2015 года, где выиграла серебряную медаль в семиборье, набрав 5734 очка.	Разрешено ли участие в летних Олимпийских играх 2012 года?	TRUE
В ноябре 1988 года отмечалось 60-летие Микки Мауса. В это же время впервые Советский Союз посещала делегация компании «Дисней» во главе с Роем Диснеем. Советские художники-мультипликаторы преподнесли Рою мультфильм «Марафон» в качестве подарка Микки Маусу. Мультфильм снимался пять месяцев и, благодаря тому, что многие мультипликаторы работали на одном только энтузиазме, стоил всего 300 советских рублей.	Разрешено ли было в СССР снимать мультфильмы?	TRUE
Она получила степень бакалавра (BFA) в 1950 году и степень магистра (MFA) в 1951 году. В университете Дефео училась с Сэмом Фрэнсисом и — двумя калифорнийскими художниками, с которыми у неё оставались дружественные отношения долгое время после окончания университета. На полученную в 1951 году стипендию художница много путешествовала по Европе, где активно работала.	Разрешен ли в калифорнии выезд за границу?	TRUE
Получив эту информацию от греческой церкви и организаций беженцев, перед своей смертью Элефтериос Венизелос обратился к турецкому правительству разрешить вывезти иконостас, трон, и амвон. Учитывая тот факт, что в это время обе страны номинально были союзниками (Балканская Антанта), его просьба была удовлетворена. Однако по причине турецких проволочек, а затем тройной, германо-итало-болгарской, оккупации Греции годы Второй мировой войны, доставка иконостаса в Грецию была выполнена только после её освобождения, 18 октября 1944 года. Транспортные расходы оплатил беженец И. Кокконис.	Будет ли в греции православие?	TRUE
Строительство завода началось в 1950 году с первой системы для химической обработки поверхности. В 1963 году компания Dürr установила первое оборудование для электрофоретического окрашивания на заводе Ford в Генке, Бельгия. В 1964 и 1966 годах были основаны дочерние предприятия в Бразилии и Мексике. В 1978 году компания Dürr расширяет свою деятельность в области автоматизации и конвейерных систем.	Развивается ли компания в настоящее время?	TRUE
К сентябрю 1958 г. в цехе опытного производства ОКБ уже был собран первый опытный экземпляр перехватчика Е-150. Более шести месяцев производились наземные проверки системы управления и других систем истребителя. Затем до середины 1960 г. ожидали качественный двигатель, и лишь 8 июля летчик-испытатель ОКБ А. В. Федотов первый раз поднял самолёт в воздух. С этого дня начались заводские испытания, продолжавшиеся до 25 января 1962 г. С 21 января по 30 марта 1961 г. было выполнено 8 полётов, в которых скорость достигала величины М = 2,1, а высота полёта — 21 000 м. После этого снова пришлось менять двигатель, и Е-150 выполнил ещё 20 полётов.	Существует ли прототип перехватчика?	TRUE
Л. , 1977). Изучение развития производительных сил, человеческого труда, науки, выходящих за рамки стоимостных отношений, привели к разработке новой парадигмы экономической теории — трудовой теории потребительной стоимости, представляющей собой новую основу для решения современных социальных проблем («К новой парадигме социально-экономического развития и познания общества». СПб. , 1999). Концепция и способы решения современных социально-экономических проблем рассмотрены в монографиях «Выбор нового курса» (М. , 1991, в соавторстве) и «Уроки и перспективы социализма в России» (СПб. , 1997, в соавторстве).	Разработана ли трудовая теория потребительной стоимости?	TRUE
В 1801 г. Шрейтерфельд предпринял плавание к берегам Неаполя с эскадрой графа Войновича, потом пошел в Корфу, и наконец возвратился в Одессу. Награждён орденом св. Георгия 4 кл. 26. 11. 1802 {{цитата|за 25 лет безупречной службы в офицерских чинах}}.	Разведывательная экспедиция к берегам Неаполя.	TRUE
По мнению продюсера Кристин Ванчон, скромный финансовый результат объясняется изменениями на кинорынке США, который стал ориентироваться на извлечение быстрой прибыли, и фильму Хейнса, рассчитанному на долгий прокат, «чтобы его обсуждали на вечеринках, и одни зрители тянули за собой других», банально «не хватило времени». Критика. Киновед Роб Эдельман указывает, что «Безопасность» Хейнса — подчёркнуто немейнстримное кино: режиссёр не дарит своей героине хэппи-энда и не даёт зрителям «лёгких ответов», проясняющих её состояние, которое служит метафорой «суровой реальности СПИДа».	Будет ли хэппи-энд?	TRUE
После окончания войны в звании младшего лейтенанта он был уволен в запас. Проживал и работал в Тамбове. Умер 3 сентября 1987 года на 79-м году жизни, похоронен на Воздвиженском кладбище {{МЗ|Тамбова|в Тамбове|Тамбов}}.	Был ли тамбовский военный?	TRUE
Лауреат Государственной премии СССР (1970). Биография. Родился 13 ноября 1920 года в селе Вороненцы, Полтавской области в Украинской ССР. С 1939 году призван в ряды РККА и направлен для обучения в Харьковское бронетанковое училище РККА.	Бронированная машина?	TRUE
На основании Закона № 25 от 18. 02. 1998a включил в себя ранее существовавшую армии, военно-морских и военно-воздушных сил Италии, а также соответствующее подразделение корпуса карабинеров.	Входили ли в состав армии карабинеры?	TRUE
02. 04 — Германские языки (научный консультант — д. ф. н. , профессор И. Б. Руберт). Преподавательская и административная работа.	Разрешено ли преподавание на немецком языке?	TRUE
Сюжет сочетает в себе элементы слэшера и фильмов на тему домов с привидениями. Несмотря на то, что фильм получил смешанные отзывы критиков, впоследствии он стал культовым. Линда Блэр была номинирована на антипремию «Золотая малина» за худшую женскую роль.	Существует ли дом с привидениями?	TRUE
