passage	question	label
Порядок присвоения. Почётные звания Российской Федерации присваиваются указами Президента Российской Федерации на основании представлений, внесённых ему по результатам рассмотрения ходатайства о награждении и предложения Комиссии при Президенте Российской Федерации по государственным наградам. История звания.	Был ли звание Почётным званием Российской империи?	FALSE
К августу эвакуирован по болезни в Германию. после выздоровления 5 октября 1942 назначен командиром батальона сопровождения рейхсфюрера СС, к февралю 1943 батальон был увеличен до штурмовой бригады СС «Рейхсфюрер СС». 4 июля 1944 за отличия в боях на Корсике награждён Рыцарским крестом Железного креста. В январе 1945 назначен командиром кавалерийского училища СС в Венде.	Был ли уволен из рейхсфюрера после выхода из госпиталя?	FALSE
Указом Высокопреосвященнейшего Амвросия, архиепископа Иваново-Вознесенского и Кинешемского от 26 августа 2002 года Благовещенский храм передан на восстановление Свято-Введенскому женскому монастырю г. Иванова — это пятое монастырское подворье. Храм передали Свято-Введенскому монастырю в ужасном состоянии. В марте 2012 подворье ликвидировано и в Семигорье образован самостоятельный Благовещенский приход.	Анализировало ли Ивановскую епархию ивановское отделение Церкви России?	FALSE
Входит в состав сельского поселения «Успенское». География. Расположена в 50 километрах к востоку от районного центра Ржев, на левом берегу Волги. Топоним.	Была ли у села Успенское слобода?	FALSE
По четвергам, все украшения убираются и заменяются цветами. В пятницу утром цветы убираются, тилака наносится белой глиной и совершается полное ритуальное омовение (абхишека) с пастой куркумы. В другие дни ежедневному ритуальному купанию подлежат золотые одежды божества. Образ одет в длинную шёлковую или хлопчатобумажную одежду, обшитую золотыми кружевами.	Существуют ли праздники, когда все женщины и мужчины должны делать омовение и паску?	FALSE
В 1909 году их московский дом на Большой Ордынке, 24 она передала в ведение Московского общественного управления под устройство приюта {{s|им. И. А. Лямина}} для беспризорных детей и престарелых. В память о муже она возвела небольшой храм Святой Елисаветы в городе Дмитрове.	Правда ли, что во времена царя Алексея Михайловича жил какой-то мальчик, которого называли Иваном Клёном?	FALSE
Живопись. Театр. К 150-летию со дня рождения», которая проходила с 29 марта по 12 августа 2012 года в выставочном зале ГТГ на Крымском валу. Описание. На картине изображена лошадка, запряжённая в сани, спокойно стоящая на снегу у деревенской избы.	Был ли на картине художник с лошадкой?	FALSE
Младший брат архитектора Фридьеша Шулека. Биография. Вильмош Шулек — сын коммерсанта и политика Агостона Шулека. С 1860 года Вильмош Шулек изучал медицину в Венском университете.	Есть ли в европе реальные больницы?	FALSE
В 1990 году был выдвинут кандидатом в Народные депутаты Украины трудовым коллективом Второй Криворожской городской больницы. 18 марта 1990 года был избран депутатом Верховного Совет УССР XII созыва от Криворожского городского избирательного округа № 92. Входил в группу «Промышленники». Член комиссии Верховной рады Украины по вопросам социальной политики и труда.	Были ли трудовые профсоюзы в СССР?	FALSE
После семимесячного судебного разбирательства, унизительного и мучительного для Артемизии, Тасси был признан виновным и приговорён к году тюрьмы. Переживания художницы получили выражение в её наиболее знаменитой работе «Юдифь, обезглавливающая Олоферна» (1612—1613). К этому сюжету она несколько раз возвращалась, другие повторяющиеся сюжеты художницы — Лукреция (римская матрона, которую изнасиловал царский сын, после чего она, рассказав о случившемся мужу, покончила с собой), Клеопатра, царица Савская. Выйдя замуж за художника Пьерантонио Стиаттеси (брак устроил её отец), Артемизия в том же 1612 году переехала во Флоренцию.	Отношения с мужем ухудшились, Артемизия уехала из страны, о чём она сообщила мужу (в письме), Артемизия покончила с собой?	FALSE
В 1734 году хан отправил с российским дипломатом А. И. Тевкелевым ко двору императрицы Анны Иоанновны посольство во главе со своим сыном Ерали, обязавшимся от имени отца своего охранять безопасность русских границ, смежных с землями его орды, защищать русские купеческие караваны при проходе их через казахские степи, давать, подобно башкирам и калмыкам, в случае нужды вспомогательное войско и платить ясак звериными шкурками. В награду за это Абулхаир-хан просил утвердить в его роде ханское престолонаследие на вечные времена и построить на реке Орь город с крепостью, где бы он мог найти себе убежище в случае опасности. 31 августа 1735 года, у слияния рек Орь и Яик была заложена Оренбургская крепость. Первоначальное место для города было выбрано в ходе экспедиции инициатора освоения края И. К. Кириловым, который утверждал, что город этот нужен «для отворения пути в Бухары, в Водокшан, в Балк и в Индии», что позволит получать оттуда «богатство — золото, камень ляпис-лазурь и лал».	Была ли построена крепость на реке орь?	FALSE
Описание. Жук длиной 4-6 мм. Длина тела личинки достигает 6 мм. Длина тела куколки 3,7-7 мм. Жук имеет светло-бурую или тёмно-бурую окраску, матовый, в нежных шелковистых серых волосах. Развитие.	Быстрота роста.решительный в действиях.долгота жизни.должны ли жуки жить долго?	FALSE
В юго-западном направлении от деревни, на расстоянии 1080 метров от границы находится одноименный полигон твёрдых бытовых отходов "Съяново-1". Размеры полигона составляют 500х200 метров, высота насыпи более 30 метров. Официально полигон был закрыт в декабре 2016 года. В течение 2016 и 2017 гг. на полигоне "Съяново-1" наблюдались возгорания, которые сопровождались специфическим запахом отходов.	Мог ли запах гари на полигоне "Съяново-1" вызвать заболевания или травмы?	FALSE
Пока он молод, то всё-таки несколько приветлив, в старости раздражительность его так усиливается, что сношения с ним делаются невозможными. Он относится недружелюбно ко всем другим существам, не исключая и прочих видов обезьян; во всех он видит врагов, все, по-видимому, ему надоедают, и самые невинные действия принимает он за обиды. Простой взгляд уже сердит его, а хохот приводит в сильную ярость. Тогда он широко открывает рот и показывает свои относительно большие зубы, а если окажется возможным, то больно кусает врагов.	Были ли среди обезьян и обезьян человеки?	FALSE
В 1901 году Грэбо женился на американской писательнице Мэри Антин и был назначен профессором в Колумбийском университете в Нью-Йорке. В 1907 году у него родилась дочь Жозефина Эстер. В 1912 году избран членом Немецкого палеонтологического общества. В 1919 году Грэбо был приглашён в Пекинский университет.	Развенчанный император с семьей находился в ссылке в г.Токио?	FALSE
Неожиданно Марио сообщает Марко о якобы имеющей место тайной связи между ним и Матильдой. Они забирают Матильду с виллы и она начинает жить с адвокатом на яхте Марко. На следующую ночь Марко случайно видит адвоката мчащегося на велосипеде в сторону своей виллы…. .	Есть ли связь между юристом с виллы и его адвокатом?	FALSE
К востоку от деревни расположен ещё один остановочный пункт — платформа 78 км Приозерского направления Октябрьской железной дороги. Деревня находится на северном берегу Борисовского и восточном берегу Карасинского озера. Улицы.	Был ли на гербе в гербе Эстонии (не путай с гербом) орёл?	FALSE
В 2015 году ЮНИСЕФ сообщил, что 77 % детей подвергались той или иной форме домашнего насилия. Сотни детей принуждаются к попрошайничеству или подвергаются другим формам принудительного труда внутри страны и даже за рубежом. Боязнь мести.	Входит ли юнис в программу помощи голодающим в странах Африки?	FALSE
Картина описывалась как дань фильму «Непохищенная невеста» (1995) от Карана Джохара, который выступил в качестве продюсера. «Невеста Хампи Шармы» также стала кассовым хитом. В декабре 2014 года Бхатт приступила к съёмкам фильма в паре с Шахидом Капур, где её персонаж по сюжету страдает бессонницей. Фильм вышел на экран в октябре 2015 года, но особого успеха не имел.	Был ли фильм популярен в Индии и в Индии как фильм с кассовым хитом?	FALSE
Источники. http://www. spsrasd.	Проверьте,вредно ли использовать просроченную косметику или нет?	FALSE
Увековечение памяти. После Великой Отечественной войны, в августе 1946 года евреи Каменца-Подольского попытались провести митинг в память уничтожения своих родственников. Однако председатель горсовета — антисемит Лемчук запретил оплакать невинно убиенных. В связи с антисемитской выходкой Лемчука была направлена жалоба председателю Президиума Верховного Совета УССР от сентября 1947 года.	Мог ли еврейка, убившая свою двоюродную сестру быть в курсе происходящего?	FALSE
После окончания аренды Палмер вернулся в «Харбор» и завоевал место в основе. В 2007 году он был назначен капитаном команды и ещё дважды помог клубу выиграть чемпионат. За «Вью» Ловел выступал на протяжении десяти лет, что является клубным рекордом. В марте 2010 года Палмер перешёл в американский клуб «Хьюстон Динамо».	Был ли в истории «Хьюстона» капитан, который не выступал бы за его основной клуб?	FALSE
Внешняя политика Мао основывалась на поддержке в странах Третьего мира — войн за освобождение стран от колониальной власти. После смерти Мао Китай продолжил поддерживать Организацию освобождения Палестины на международных форумах. Китай официально признал независимость Государства Палестины в 1988 году. В 1992 году Китай официально установил отношения с Израилем, и продолжал поддерживать тесные отношения с обеими странами.	Разрешает ли Китай китайскую разведку в любой стране?	FALSE
Рано увлеклась кинологией и в годы Великой Отечественной войны подготовила для действующей армии пять обученных собак. После войны поступила в Московский юридический институт и во время учёбы вышла замуж за крупного кинолога Эдмунда Иосифовича Шерешевского. В 1963 году основала при Дворце Пионеров на Ленинских горах в Москве первый в СССР Клуб юных собаководов (КЮС имени Героя Советского Союза Никиты Фёдоровича Карацупы), по типу которого были затем открыты аналогичные клубы в различных городах страны.	Находился ли в СССР питомник немецких овчарок в чубардино-кубанской степи?	FALSE
Подробности о его семье неизвестны. Имя Нефер-Сетеха представляет особый интерес для египтологов и историков, поскольку в нём упоминается Сет. Это позволяет египтологам, таким как Тоби Уилкинсон и Кристиана Кёлер, полагать, что Нефер-Сетех жил в конце II династии, когда Сет приобрёл особую популярность (см. Хасехемуи). Другие египтологи, такие как Йохем Каль и Катрин Шеле, не согласны с этой датировкой.	Проверена ли принадлежность фараона к 4 династии при помощи радиоуглеродного анализа?	FALSE
В АО «НПО «Орион» представлены все виды высоких технологий: микроэлектронная, ионно-плазменная, электронно-лучевая, вакуумная, лазерная, молекулярно-лучевая, микрокриогенная и многие другие, обеспечивающие исследования, разработку и выпуск изделий на уровне лучших мировых достижений. С 1991 года предприятие является членом Оптического общества имени Д. С. Рождественского и Международного оптического общества (SPIE). Научная деятельность и премии. АО «НПО «Орион» совместно с высшими учебными заведениями осуществляет подготовку высококвалифицированных кадров на базовых кафедрах Московского государственного технического университета радиотехники, электроники и автоматики, Московского физико-технического института (государственного университета), Национального исследовательского университета «Московский институт электронной техники», а также в аспирантуре и Учебно-производственном центре предприятия.	Входит ли в число победителей конкурса «100 лучших предприятий России» предприятие «НПО «Орион»?	FALSE
Вал сглажен, перекрыт множеством кратеров различного размера. К южной части вала прилегает сателлитный кратер Дезарг M (см. ниже), к восточной пара сателлитных кратеров Дезарг E и Дезарг B. Высота остатков вала над окружающей местностью достигает 1390 м, отдельные пики в юго-восточной части вала имеют возвышение до 2360 м,объем кратера составляет приблизительно 6800 км³. Дно чаши сравнительно ровное, вероятно переформированное заполнением кратера лавой или породами выброшенными при формировании соседних кратеров. До получения собственного названия в 1964 г кратер Дезарг именовался сателлитным кратером Анаксимандр C. За счет своего расположения у западного лимба Луны кратер при наблюдениях имеет искаженную форму, условия его наблюдения зависят от либрации Луны.	Была ли южная часть вала переформирована лавой?	FALSE
Подобно многим другим произведениям, крест изначально был частично цветным. Образцом хорошо сохранившихся миниатюрных изделий из слоновой кости являются шахматы с острова Льюис. Другими артефактами являются посохи иерархов, декоративные тарелки, наперсные кресты и ряд подобных объектов.	Есть ли в россии крест с именем Александра Невского?	FALSE
Аналогичная проблема существовала на сибирских реках, по которым через Северный морской путь осуществлялся северный завоз и в бассейне реки Амур, с выходом на побережья Охотского моря, Сахалина, Японии Кореи и Китая. Создание судов смешанного плавания осложнялось тем, что развитие речного и морского судостроения издавна шло различными путями, различались не только технические аспекты, но и нормативные требования, предъявляемые Речным и Морским регистрами судоходства. Ведущую роль в разработке первых судов смешанного плавания сыграли КБ завода «Красное Сормово» и ЦКБ-51 «Волгобалтсудопроект».	Играет ли роль рыбного промысла в экономическом развитии Дальнего востока?	FALSE
После поимки она была возвращена семье. Законодательство Саудовской Аравии основано на шариате, который предусматривает наказание за внебрачные половые связи, но для осуждения требуется четыре свидетеля или собственное признание человека, совершившего прелюбодеяние. Свидетели, видевшие прелюбодеяние, отсутствовали. Мишааль, скорее всего, признала себя виновной на суде.	Правда ли саудовская конституция защищает права заключенных?	FALSE
Отделяется напротив села Малышево в урочище Филиппово. Течёт в западном направлении по заболоченной пойме Оби. Впадает в Обь по левому берегу в 3192 км от её устья на высоте 115,5 метра над уровнем моря. Основные притоки — протока Хазова (пр), протока Хариха (пр), река Устье Степной (лв), река Кишкинский Исток (лв), протока Управительская (лв).	Был ли гидроним в районе Филиппова моста в верховьях Оби?	FALSE
Активизм. Экология. С 1970 года Бегли занимается проблемами окружающей среды. Тогда он купил свой первый автомобиль на электричестве, похожий на гольф-кар "Taylor-Dunn", занялся переработкой отходов и стал веганом.	Высшее образование Бегли получил?	FALSE
Книга «Рекордная высота» была переведена на китайский язык и издана в Пекине. Борис Порфирьев — автор около 40 книг, изданных в Москве, Петрозаводске, Кирове. Некоторые из них переведены на иностранные языки.	Был ли Борис Порфирьев учителем русского языка за рубежом?	FALSE
Заряды на нефтепромыслах были подорваны в 22:00 16 апреля 1942 г. Описание отступления и подрыва можно найти в первой половине «Отступления вместе со Стилуэллом» корреспондента Джека Белдена (Нью-Йорк: Гарден сити букс, 1943). Группу диверсантов возглавлял подполковник Артур Герберт Вирджин, кавалер ордена Британской империи, ранее служивший во 2-м полку «бомбейских пионеров». В 1942 г. он был капитаном или майоров в составе 20-го бирманского стрелкового полка, который позже вошёл в состав 14-й армии под командование маршала Уильяма Слима. Вирджин с остатками сапёров быть вынужден покинуть контролируемую противником территорию и совершил прорыв на 1,5 тыс. км до Импхала и Кохимы в Индии, где войска союзников остановили японцев.	Были ли подорваны 2-й и 13-й японские танковые корпуса в 1942 г.?	FALSE
В 1962 году уезд Лунъяо был воссоздан. В 1969 году Специальный район Синтай был переименован в Округ Синтай (邢台地区). В 1993 году решением Госсовета КНР были расформированы округ Синтай и город Синтай, и образован Городской округ Синтай. Административное деление.	Разрешен ли сегу (площадь) в городе Синтай?	FALSE
Весной 2015 года указом архиепископа Иова (Гечи) назначен временным исполняющим обязанности настоятеля церкви святого Мартина Милостивого в Туре. Поддержал архиепископа Иоанна (Реннето), принятого 14 сентября 2019 года в Московский патриархат, и последовал за ним. 4 ноября 2019 года в Патриаршем Успенском соборе Московского Кремля сослужил патриарху Московскому и всея Руси Кириллу. Архиерейство.	Решило ли епископство от имени епископа Иова (Гечи) и его клира считать себя патриархом Московский и всея Руси?	FALSE
Биография. Сергей Полынский родился 16 сентября 1981 года в городе Сестрорецке. Активно заниматься велоспортом начал в раннем детстве, проходил подготовку в сестрорецкой специализированной детско-юношеской спортивной школе олимпийского резерва им. В. Коренькова и в тульской школе высшего спортивного мастерства, в разное время тренировался под руководством таких специалистов как Н. К. Дегтярев, Т. А. Алексеева, С. В. Соловьев, П. И. Рыбин, А. А. Толоманов. Состоит в физкультурно-спортивном обществе «Динамо».	Были ли соревнования по велоспорту, когда у Сергея Полынского появились первые кубики на ногах?	FALSE
Участвовал в работах по получению сверхсильных магнитных полей с помощью генераторов МК-1 и МК-2. С 1964 г. заведующий только что созданной проблемной лабораторией плазменных исследований. Лауреат Ленинской премии 1972 года в составе коллектива: Смирнов Е. Н. , Людаев Р. З. , Плющев Ю. И. , Терлецкий Я. П. , Жаринов Е. И. — за работы в области магнитной кумуляции.	Правда ли что магнитные поля создают сверхсильные магнитные вихревые процессы?	FALSE
Средней величины кустарник высотой (1) 2,5—4 (5,5) м, с диаметром стволиков до 8 см, их порядок ветвления составляет 9—10. Годичные побеги светло-желтые или пурпуровые, голые, блестящие, тонкие, гибкие, толщиной 0,7—1,5 мм. Кора хинногорькая на вкус, на старых ветвях с внутренней стороны ярко-лимонно-желтая. Листья очередные, очень сближенные, почти супротивные, короткочерешковые, без прилистников.	Принадлежит ли хинные кусты к семейству сумаховых?	FALSE
Рязанский род Гнедичей происходит от их харьковской ветви. Описание герба. На золотом щите чёрного цвета якорь с анкерштоком и кошка, положенные накрест, с дубовыми на лапах их венками, и лазуревая вершина, на которой изображён золотой рог изобилия, наполненный цветами.	Показано ли что-нибудь о происхождении рода Гнедичей в гербе Крыма?	FALSE
Лауреат премии имени Херсковица, наиболее влиятельной награды за работы в области исследований Африканского континента, и стипендии Гуггенхайма. Краткая биография. Увин окончил в 1984 году Гентский университет со степенью лиценциата по дипломатии, а год спустя там же получил и вторую степень лиценциата по политологии.	Входит ли в состав премии имени Херсковица лучшая монография в области Африки?	FALSE
История. При империи Хань в 188 году был создан уезд Синьсин (新兴县). В эпоху Троецарствия эти земли оказались в составе царства Вэй, и уезд Синьсин был переименован в Учэн (武城县), но вскоре ему было возвращено прежнее название; тогда же был создан уезд Чжунтао (中陶县). При империи Северная Вэй, уезд Чжунтао был в 447 году присоединён к уезду Синьсин.	Был ли уезд Синьсин в составе империи?	FALSE
Время существования одного мира – "махакальпы" (великого периода) — делится на четыре "кальпы" (период), в соответствии с определённым состоянием мира:Каждая кальпа состоит из двадцати периодов «убывания» и «возрастания», после прохождения которых плохая карма живых существ ведёт к разрушению мира. В индуизме. Абхасвары — группа второстепенных божеств в Риг-веде.	Наверняка ли существует так называемый Махакальпы?	FALSE
Самым важным днём в его клубной карьере считается 26 мая 1912 года, когда в матче чемпионата Германии его игра принесла чемпионский титул его «Хольштайну». В составе «аистов» в 1910 году также стал вице-чемпионом Германии, выигрывал в 1910, 1911 и 1912 годах чемпионат Северной Германии. В качестве игрока «Хольштайна» был заявлен на 9 игр сборной Германии, а в качестве игрока гамбургской «Виктории» заявлялся на 4 встречи сборной.	Был ли матч в гамбургербарде в 1910 году главным событием в карьере "аистов"?	FALSE
В годы коллективизации в деревне был организован колхоз «Коминтерн», работала кузница, механическая и шорная мастерская. Хозяйство обслуживала Фанипольская МТС. В Великую Отечественную войну с 28 июня 1941 года до 7 июля 1944 года под немецко-фашистской оккупацией. Во время войны на фронте погибли 6 жителей деревни.	Был ли порядок в колхозе "Коминтерн"?	FALSE
В 2009 году вышел 1-й студийный альбом на независимом лейбле R. A. I. G. Группа активно участвовала в клубных концертах и некоторых фестивалях. В 2012 году ездила с туром по Уэльсу (Великобритания). В 2013 году вышел первый LP-релиз на виниле (Plasma), выпущенный на лейбле Nasoni Records (Германия).	А до этого группа участвовала в музыкальных фестивалях – «Storming Out», «Musikpark», «Night of the Demons», «Storming Out», «Spectrum», «Sundayfestival», «Night of the Demons», «Mark» в Лондоне (Великобритания), «Night of the Demons» в городе Гент (Бельгия), «Accordia London 2014» в Ливерпуле, «	FALSE
Рейнольдс исполнил главную роль в фильме 2008 года «Да, нет, наверное». Также он сыграл Спенса в 22 эпизоде 2 сезона сериала «Клиника», приятеля по колледжу Джона Дориана и Кристофера Терка. Рейнольдс изобразил Уэйда Уилсона/Оружие XI во второстепенной роли в приквеле фильма «Людей Икс» компании 20th Century Fox «», который был выпущен в 2009 году. Ранее он говорил о своем интересе и участии в возможной экранизации Дэдпула со сценаристом Дэвидом С. Гойером ещё в 2005 году.	Есть ли у героя (Уэйда Уилсона) и у доктора (спринтер) оружие?	FALSE
Карьера. После окончания университета поступил на работу в Лесную службу США, где впоследствии проработал 43 года своей жизни. Зон был протеже доктора Бернхарда Ферноу и Гиффорда Пинчота, первого руководителя Лесной службы Соединенных Штатов. Также был близким другом Боба Маршалла.	Может ли Россия помочь США в борьбе с террором?	FALSE
С 10 августа 1930 года в Арском районе. Население. Национальный состав деревни: татары. Экономика.	Есть ли в татарской деревне русский поселок?	FALSE
География. Деревня находится в северо-западной части Кировской области, в подзоне средней тайги, на берегах реки Сухарки, при автодороге , на расстоянии приблизительно 4 километров (по прямой) к северо-востоку от города Лузы, административного центра района. Абсолютная высота — 85 метров над уровнем моря.	Есть ли горы в вологодской области?	FALSE
Граф Стоктон был дважды женат. Его первой женой с 1970 года была Элен Биргитт Гамильтон (? — 8 мая 2015), дочь Алана Дугласа Кристи Гамильтона. Их развод состоялся в 1991 году.	Были ли у солиста группы The Doors в 90-х гг. романы?	FALSE
Мишель Николь Кребер родилась 7 сентября 1999 года в Ванкувере (Канада). Отец — джаз-пианист, композитор и продюсер Мишель Кребер ("Michael Creber"), мать — певица и продюсер Моник Кребер ("Monique Creber"). С раннего детства начала появляться с родителями на сценических подмостках, с 2008 года начала озвучивать мульт-персонажей, с 2010 года — сниматься в кинофильмах и телесериалах.	Разрешен ли голивудом мультфильм «Суперсемейка» (2012) мальчик в красном свитере и со стегаными штанами?	FALSE
Сюжет. Тереза, энергичная и амбициозная деревенская девушка недовольна своим подчиненным положением горничной и увольняется с работы у надменной графини. Девушка работает вместе со своей тётей в прачечной. На вечеринке в саду он знакомится с драгунским поручиком Эгоном, который защищая подругу Терезы от пьяного офицера был вызван на дуэль.	Входит ли в обязанности женщины уборка, уборка дома?	FALSE
Карьера в сборной. 17 ноября 2015 года Горан Милович дебютировал за сборную Хорватии, заменив на 75-й минуте товарищеского матча со сборной России нападающего Николу Калинича. Достижения.	Были ли советские футбольные сборные успешными?	FALSE
12. 1938, Новочеркасск) — главный конструктор космических аппаратов конструкторского бюро ПО «Полёт», лауреат Государственной премии СССР (1977). Биография. Окончил Новосибирский электротехнический институт по специальности инженер-электрик связи (1961).	Был ли на земле спутник с фото- и видеодетектором для спутников?	FALSE
. . "На карте межевания Новгородской губернии Устюженского уезда 1780-1790 годы деревня обозначена как" сельцо" Старое.	Можно ли было провести дактиографом межевание без землеустройства?	FALSE
На пароходе была установлена паровая машина мощностью 22 номинальных л. с. Вооружение парохода по состоянию на 1880 год состояло из одной 8-фунтовой и одной 3-фунтовой пушек. История службы. Пароход был куплен для нужд Балтийского флота России в 1860 году. При проведении парусных гонок в 1864 году использовался в качестве маячного парохода.	Способна ли паровая машина развивать больше мощности по сравнению с паровой машиной?	FALSE
Светящий знак Болотный установлен на мысе Болотный — северо-восточной оконечности острова Танфильева. Банка с наименьшей глубиной 4,2 м лежит в 1450 м к северо-востоку от мыса Болотный. Эта банка вытянута с юго-запада на северо-восток на 2,2 км.	Присутствует ли в водах у острова Болотный дно, свободное ото льда?	FALSE
